Created Output Log File: /workdir/tasks_run/data/rifg_logs/p005_rifg_task_20240912_15h33m38s.csv
====== whole_session_data ======
script_starting_time,2024-09-12 15:33:09.236006
sambashare_dir_path,/workdir/tasks_run/data/sambashare
starting_block,1
retries_before_ending,3
pid,p005
dicom_dir_path,/workdir/tasks_run/data/sambashare/error_testing_dcms
n_trials,10
ISI_min,250
ISI_max,1250
ISI_step,250
output_log_dir,/workdir/tasks_run/data/rifg_logs/p005_rifg_task_20240912_15h33m12s.txt
experimenter_screen_width,3390
experimenter_screen_height,1080
second_monitor_width,1920
second_monitor_height,1080
monitor_X_OFFSET,1920
monitor_Y_OFFSET,0
buzz_width,320
buzz_height,360
alien_width,480
alien_height,270
press_a_width,600
press_a_height,400
fixation_width,200
fixation_height,200
ending_cause,undocumented or regular
====== trial1 ======
ISI,250
trial_type,buzz
start_time,1726169602.6850767
pressed_a_num_of_times,0
result,miss
full_second_has_passed,True
====== trial2 ======
ISI,500
trial_type,alien
start_time,1726169604.240101
pressed_a_num_of_times,0
result,correct rejection
full_second_has_passed,True
====== trial3 ======
ISI,1000
trial_type,buzz
start_time,1726169606.292365
pressed_a_num_of_times,0
result,miss
full_second_has_passed,True
====== trial4 ======
ISI,500
trial_type,buzz
start_time,1726169607.8388772
pressed_a_num_of_times,0
result,miss
full_second_has_passed,True
====== trial5 ======
ISI,500
trial_type,buzz
start_time,1726169609.489889
pressed_a_num_of_times,0
result,miss
full_second_has_passed,True
====== trial6 ======
ISI,500
trial_type,buzz
start_time,1726169611.0410333
pressed_a_num_of_times,0
result,miss
full_second_has_passed,True
====== trial7 ======
ISI,500
trial_type,buzz
start_time,1726169612.5848188
pressed_a_num_of_times,0
result,miss
full_second_has_passed,True
====== trial8 ======
ISI,250
trial_type,buzz
start_time,1726169613.8825903
pressed_a_num_of_times,0
result,miss
full_second_has_passed,True
====== trial9 ======
ISI,1000
trial_type,buzz
start_time,1726169615.9179382
pressed_a_num_of_times,0
result,miss
full_second_has_passed,True
====== trial10 ======
ISI,750
trial_type,alien
start_time,1726169617.7201648
pressed_a_num_of_times,0
result,correct rejection
full_second_has_passed,True
