Created Output Log File: /workdir/tasks_run/data/msit_data/p004_msit_data_20240916_16h42m05s.csv
====== whole_session_data ======
most_recent_dicom_dir,/workdir/tasks_run/data/sambashare/test_dir
pid,p004
block_type,444
experimenter_screen_width,3390
experimenter_screen_height,1044
second_monitor_width,1920
second_monitor_height,1080
monitor_X_OFFSET,1920
monitor_Y_OFFSET,0
====== trial1 ======
start_time,2024-09-16 16:41:47.540186
block_type,444
number_series,"[2, 2, 3]"
reaction_time,0:00:01.014652
response,3
different_number,3
correct,True
end_time,2024-09-16 16:41:49.064461
====== trial2 ======
start_time,2024-09-16 16:41:49.070926
block_type,444
number_series,"[2, 3, 2]"
reaction_time,0:00:00.964873
response,3
different_number,3
correct,True
end_time,2024-09-16 16:41:50.545407
====== trial3 ======
start_time,2024-09-16 16:41:50.551933
block_type,444
number_series,"[1, 3, 3]"
reaction_time,0:00:00.896055
response,1
different_number,1
correct,True
end_time,2024-09-16 16:41:51.959710
====== trial4 ======
start_time,2024-09-16 16:41:51.966278
block_type,444
number_series,"[1, 3, 3]"
response,
different_number,1
correct,False
end_time,2024-09-16 16:41:55.006462
====== trial5 ======
start_time,2024-09-16 16:41:55.007458
block_type,444
number_series,"[1, 3, 3]"
reaction_time,0:00:02.128554
response,1
different_number,1
correct,True
end_time,2024-09-16 16:41:57.648051
====== trial6 ======
start_time,2024-09-16 16:41:57.654762
block_type,444
number_series,"[1, 3, 3]"
reaction_time,0:00:01.117064
response,1
different_number,1
correct,True
end_time,2024-09-16 16:41:59.286914
====== trial7 ======
start_time,2024-09-16 16:41:59.293646
block_type,444
number_series,"[1, 3, 3]"
reaction_time,0:00:00.698303
response,1
different_number,1
correct,True
end_time,2024-09-16 16:42:00.503501
====== trial8 ======
start_time,2024-09-16 16:42:00.510745
block_type,444
number_series,"[2, 3, 2]"
reaction_time,0:00:00.838295
response,1
different_number,3
correct,False
end_time,2024-09-16 16:42:01.862068
====== trial9 ======
start_time,2024-09-16 16:42:01.868825
block_type,444
number_series,"[2, 2, 1]"
reaction_time,0:00:01.648765
response,1
different_number,1
correct,True
end_time,2024-09-16 16:42:04.033054
====== trial10 ======
start_time,2024-09-16 16:42:04.040088
block_type,444
number_series,"[2, 2, 3]"
reaction_time,0:00:00.918925
response,3
different_number,3
correct,True
end_time,2024-09-16 16:42:05.473524
