Created Output Log File: /workdir/tasks_run/data/msit_data/p004_msit_data_20240916_16h41m32s.csv
====== whole_session_data ======
most_recent_dicom_dir,/workdir/tasks_run/data/sambashare/test_dir
pid,p004
block_type,444
experimenter_screen_width,3390
experimenter_screen_height,1044
second_monitor_width,1920
second_monitor_height,1080
monitor_X_OFFSET,1920
monitor_Y_OFFSET,0
====== trial1 ======
start_time,2024-09-16 16:41:13.555712
block_type,444
number_series,"[2, 2, 3]"
reaction_time,0:00:01.303098
response,3
different_number,3
correct,True
end_time,2024-09-16 16:41:15.369329
====== trial2 ======
start_time,2024-09-16 16:41:15.375916
block_type,444
number_series,"[2, 3, 2]"
reaction_time,0:00:01.898213
response,2
different_number,3
correct,False
end_time,2024-09-16 16:41:17.784622
====== trial3 ======
start_time,2024-09-16 16:41:17.790927
block_type,444
number_series,"[1, 3, 3]"
reaction_time,0:00:01.390442
response,1
different_number,1
correct,True
end_time,2024-09-16 16:41:19.693520
====== trial4 ======
start_time,2024-09-16 16:41:19.699890
block_type,444
number_series,"[1, 3, 3]"
response,
different_number,1
correct,False
end_time,2024-09-16 16:41:22.739342
====== trial5 ======
start_time,2024-09-16 16:41:22.740092
block_type,444
number_series,"[1, 3, 3]"
reaction_time,0:00:01.563787
response,1
different_number,1
correct,True
end_time,2024-09-16 16:41:24.814292
====== trial6 ======
start_time,2024-09-16 16:41:24.820318
block_type,444
number_series,"[1, 3, 3]"
reaction_time,0:00:02.519926
response,1
different_number,1
correct,True
end_time,2024-09-16 16:41:27.850530
====== trial7 ======
start_time,2024-09-16 16:41:27.855825
block_type,444
number_series,"[1, 3, 3]"
reaction_time,0:00:00.577231
response,1
different_number,1
correct,True
end_time,2024-09-16 16:41:28.944853
====== trial8 ======
start_time,2024-09-16 16:41:28.951500
block_type,444
number_series,"[2, 3, 2]"
reaction_time,0:00:00.524653
response,1
different_number,3
correct,False
end_time,2024-09-16 16:41:29.985344
====== trial9 ======
start_time,2024-09-16 16:41:29.991287
block_type,444
number_series,"[2, 2, 1]"
reaction_time,0:00:00.029070
response,2
different_number,1
correct,False
end_time,2024-09-16 16:41:30.536585
====== trial10 ======
start_time,2024-09-16 16:41:30.549139
block_type,444
number_series,"[2, 2, 3]"
reaction_time,0:00:01.483307
response,3
different_number,3
correct,True
end_time,2024-09-16 16:41:32.544206
