Created Output Log File: /workdir/tasks_run/data/msit_data/p005_msit_data_20240916_16h19m30s.csv
====== whole_session_data ======
most_recent_dicom_dir,/workdir/tasks_run/data/sambashare/test_dir
pid,p005
block_type,444
experimenter_screen_width,3390
experimenter_screen_height,1080
second_monitor_width,1920
second_monitor_height,1080
monitor_X_OFFSET,1920
monitor_Y_OFFSET,0
====== trial1 ======
start_time,2024-09-16 16:19:09.137927
block_type,444
number_series,"[2, 2, 1]"
reaction_time,0:00:01.554983
response,3
different_number,1
correct,False
end_time,2024-09-16 16:19:11.205463
====== trial2 ======
start_time,2024-09-16 16:19:11.209963
block_type,444
number_series,"[1, 1, 2]"
reaction_time,0:00:02.089598
response,3
different_number,2
correct,False
end_time,2024-09-16 16:19:13.811717
====== trial3 ======
start_time,2024-09-16 16:19:13.815517
block_type,444
number_series,"[1, 3, 1]"
reaction_time,0:00:01.588859
response,2
different_number,3
correct,False
end_time,2024-09-16 16:19:15.914844
====== trial4 ======
start_time,2024-09-16 16:19:15.919777
block_type,444
number_series,"[3, 1, 1]"
reaction_time,0:00:02.167784
response,3
different_number,3
correct,True
end_time,2024-09-16 16:19:18.599332
====== trial5 ======
start_time,2024-09-16 16:19:18.604958
block_type,444
number_series,"[1, 3, 1]"
reaction_time,0:00:02.250444
response,2
different_number,3
correct,False
end_time,2024-09-16 16:19:21.369165
====== trial6 ======
start_time,2024-09-16 16:19:21.374259
block_type,444
number_series,"[1, 1, 2]"
reaction_time,0:00:02.712149
response,1
different_number,2
correct,False
end_time,2024-09-16 16:19:24.598906
====== trial7 ======
start_time,2024-09-16 16:19:24.600835
block_type,444
number_series,"[1, 3, 3]"
reaction_time,0:00:02.050617
response,3
different_number,1
correct,False
end_time,2024-09-16 16:19:27.163295
====== trial8 ======
start_time,2024-09-16 16:19:27.168534
block_type,444
number_series,"[2, 2, 3]"
reaction_time,0:00:01.043598
response,1
different_number,3
correct,False
end_time,2024-09-16 16:19:28.725788
====== trial9 ======
start_time,2024-09-16 16:19:28.731345
block_type,444
number_series,"[2, 1, 1]"
reaction_time,0:00:00.457783
response,2
different_number,2
correct,True
end_time,2024-09-16 16:19:29.702197
====== trial10 ======
start_time,2024-09-16 16:19:29.706813
block_type,444
number_series,"[2, 2, 3]"
reaction_time,0:00:00.617330
response,2
different_number,3
correct,False
end_time,2024-09-16 16:19:30.836129
