Created Output Log File: /workdir/tasks_run/data/msit_data/p009_msit_data_20240916_16h28m00s.csv
====== whole_session_data ======
most_recent_dicom_dir,/workdir/tasks_run/data/sambashare/test_dir
pid,p009
block_type,333
experimenter_screen_width,3390
experimenter_screen_height,1080
second_monitor_width,1920
second_monitor_height,1080
monitor_X_OFFSET,1920
monitor_Y_OFFSET,0
====== trial1 ======
start_time,2024-09-16 16:27:40.941873
block_type,333
number_series,"[0, 1, 0]"
reaction_time,0:00:01.045449
response,2
different_number,1
correct,False
end_time,2024-09-16 16:27:42.497951
====== trial2 ======
start_time,2024-09-16 16:27:42.503769
block_type,333
number_series,"[0, 0, 3]"
reaction_time,0:00:01.441944
response,1
different_number,3
correct,False
end_time,2024-09-16 16:27:44.454488
====== trial3 ======
start_time,2024-09-16 16:27:44.459343
block_type,333
number_series,"[0, 1, 0]"
reaction_time,0:00:01.221452
response,2
different_number,1
correct,False
end_time,2024-09-16 16:27:46.193984
====== trial4 ======
start_time,2024-09-16 16:27:46.199516
block_type,333
number_series,"[0, 3, 0]"
reaction_time,0:00:01.033892
response,2
different_number,3
correct,False
end_time,2024-09-16 16:27:47.746871
====== trial5 ======
start_time,2024-09-16 16:27:47.752218
block_type,333
number_series,"[0, 1, 0]"
reaction_time,0:00:01.181221
response,3
different_number,1
correct,False
end_time,2024-09-16 16:27:49.442832
====== trial6 ======
start_time,2024-09-16 16:27:49.445836
block_type,333
number_series,"[0, 0, 3]"
reaction_time,0:00:01.122075
response,3
different_number,3
correct,True
end_time,2024-09-16 16:27:51.078370
====== trial7 ======
start_time,2024-09-16 16:27:51.082577
block_type,333
number_series,"[0, 0, 3]"
reaction_time,0:00:01.825572
response,3
different_number,3
correct,True
end_time,2024-09-16 16:27:53.423096
====== trial8 ======
start_time,2024-09-16 16:27:53.428016
block_type,333
number_series,"[0, 1, 0]"
reaction_time,0:00:01.282746
response,1
different_number,1
correct,True
end_time,2024-09-16 16:27:55.223035
====== trial9 ======
start_time,2024-09-16 16:27:55.228355
block_type,333
number_series,"[0, 0, 3]"
reaction_time,0:00:01.278665
response,3
different_number,3
correct,True
end_time,2024-09-16 16:27:57.016443
====== trial10 ======
start_time,2024-09-16 16:27:57.021514
block_type,333
number_series,"[0, 1, 0]"
response,
different_number,1
correct,False
end_time,2024-09-16 16:28:00.048198
