Created Output Log File: /workdir/tasks_run/data/msit_data/p009_msit_data_20240916_16h37m40s.csv
====== whole_session_data ======
most_recent_dicom_dir,/workdir/tasks_run/data/sambashare/test_dir
pid,p009
block_type,444
experimenter_screen_width,3390
experimenter_screen_height,1080
second_monitor_width,1920
second_monitor_height,1080
monitor_X_OFFSET,1920
monitor_Y_OFFSET,0
====== trial1 ======
start_time,2024-09-16 16:37:22.661927
block_type,444
number_series,"[2, 2, 3]"
reaction_time,0:00:01.516157
response,3
different_number,3
correct,True
end_time,2024-09-16 16:37:24.691609
====== trial2 ======
start_time,2024-09-16 16:37:24.694845
block_type,444
number_series,"[2, 3, 2]"
reaction_time,0:00:01.162133
response,2
different_number,3
correct,False
end_time,2024-09-16 16:37:26.366507
====== trial3 ======
start_time,2024-09-16 16:37:26.371461
block_type,444
number_series,"[1, 3, 3]"
reaction_time,0:00:01.178933
response,1
different_number,1
correct,True
end_time,2024-09-16 16:37:28.059826
====== trial4 ======
start_time,2024-09-16 16:37:28.064426
block_type,444
number_series,"[1, 3, 3]"
reaction_time,0:00:02.044251
response,2
different_number,1
correct,False
end_time,2024-09-16 16:37:30.619687
====== trial5 ======
start_time,2024-09-16 16:37:30.625333
block_type,444
number_series,"[1, 3, 3]"
reaction_time,0:00:01.132379
response,1
different_number,1
correct,True
end_time,2024-09-16 16:37:32.267784
====== trial6 ======
start_time,2024-09-16 16:37:32.272607
block_type,444
number_series,"[1, 3, 3]"
reaction_time,0:00:00.883848
response,1
different_number,1
correct,True
end_time,2024-09-16 16:37:33.668597
====== trial7 ======
start_time,2024-09-16 16:37:33.673628
block_type,444
number_series,"[1, 3, 3]"
reaction_time,0:00:00.976146
response,1
different_number,1
correct,True
end_time,2024-09-16 16:37:35.164208
====== trial8 ======
start_time,2024-09-16 16:37:35.168151
block_type,444
number_series,"[2, 3, 2]"
reaction_time,0:00:02.022877
response,2
different_number,3
correct,False
end_time,2024-09-16 16:37:37.701096
====== trial9 ======
start_time,2024-09-16 16:37:37.706206
block_type,444
number_series,"[2, 2, 1]"
reaction_time,0:00:00.727007
response,3
different_number,1
correct,False
end_time,2024-09-16 16:37:38.946503
====== trial10 ======
start_time,2024-09-16 16:37:38.951305
block_type,444
number_series,"[2, 2, 3]"
reaction_time,0:00:01.027655
response,2
different_number,3
correct,False
end_time,2024-09-16 16:37:40.488195
